,Unnamed: 0,Name,Cusines,Dining_style,Phone number,Website,Location,Payment Options,website_status
271,379,"
Champs Sports Bar & Grill- Ilford
",American,Casual Dining,+44 20 8553 5114,http://www.champsilford.co.uk/,"
19-21 Chapel Road, London, IG1 2AF
","AMEX, Diners Club, Mastercard, Visa",True
272,380,"
Senor Ceviche - Charlotte Street
","Peruvian, Latin American, Tapas / Small Plates",Casual Dining,+44 20 7842 8540,http://www.senor-ceviche.com/,"
18 Charlotte Street, London, W1T 2LZ
","AMEX, Mastercard, Visa",True
273,381,"
129HRD
",Modern European,Casual Dining,+44 20 3638 7322,http://www.129hrd.co.uk/,"
129 Holloway road, London, N7 8lt
","Mastercard, Visa",False
274,384,"
Kishmish Restaurant
","Persian, Mediterranean",Casual Dining,+44 20 8670 6969,http://kishmishrestaurant.co.uk/,"
Lower Ground Floor 13-14 Crystal Palace Parade, London, SE19 1UA
","AMEX, Diners Club, Mastercard, Visa",False
275,386,"
Fancy Crab
","Seafood, Burgers, International",Casual Dining,+44 20 3096 9484,http://www.fancycrab.co.uk/,"
92 Wigmore Street, London, W1U 3Rd
","AMEX, Mastercard, Visa",True
276,388,"
Patara - Wimbledon
","Thaï, Asian, Cocktail bar",Casual Dining,+44 20 3149 2911,http://www.pataralondon.com/,"
18 High Street, London, SW19 5DX
","AMEX, Mastercard, Visa",True
277,389,"
Nippon Izakaya
","Japanese, Sushi",Casual Dining,+44 20 8343 9008,http://nipponizakaya.co.uk/,"
843 High Road, London, N12 8PT
","Mastercard, Visa",True
278,390,"
Jamon Jamon
",Spanish,Casual Dining,+44 20 7284 0606,http://jamonjamon.uk.com/contact-us/,"
38 Parkway Camden, London, NW1 7AH
","Mastercard, Visa",True
279,391,"
Riverside Fish and Steak House
","Seafood, Steak, Fish",Casual Dining,+44 1322 336460,https://www.riversidefishandsteakhouseerith.co.uk/,"
16 Town Square, London, DA8 1RE
","AMEX, Mastercard, Visa",True
280,392,"
Sushi Bar Atariya
","Sushi, Japanese",Casual Dining,+44 20 7328 5338,http://www.sushibaratariya.co.uk/swiss-cottage.html,"
75 Fairfax Road, London, NW6 4EE
","Mastercard, Visa",True
281,393,"
Symposium
",Italian,Casual Dining,+44 20 8981 8509,http://www.symposiumlondon.co.uk/,"
363 Roman Road, London, E3 5QR
","AMEX, Mastercard, Visa",True
282,394,"
Comptoir Café and Wine
","Wine Bar, French",Casual Dining,+44 20 7499 9800,http://www.comptoir-cafe-and-wine.co.uk/,"
21-22 Weighhouse Street, London, W1K 5LY
","AMEX, Mastercard, Visa",True
283,395,"
Camino Shoreditch
",Spanish,Casual Dining,+44 20 3948 5003,http://www.camino.uk.com/,"
2 Curtain Road, London, EC2A 3BL
","AMEX, Mastercard, Visa",True
284,396,"
Maison Du Mezze - Leicester Square
","Lebanese, Middle Eastern, Mediterranean",Casual Dining,+44 20 3011 1114,http://maisondumezze.com/,"
14 Leicester Square, London, WC2H 7NG
","AMEX, Diners Club, Discover, Mastercard, Visa",True
285,398,"
The Wigmore
",Pub,Casual Dining,+44 20 7965 0198,http://www.the-wigmore.co.uk/,"
15 Langham Place Upper Regent Street, London, W1B 1JA
","AMEX, Mastercard, Visa",True
286,399,"
Delamina
","Mediterranean, Middle Eastern, Home cooking",Casual Dining,+44 20 3026 6810,http://www.delaminamarylebone.co.uk/,"
56-58 Marylebone Lane, London, W1U 2NX
","AMEX, Diners Club, JCB, Mastercard, Visa",True
287,400,"
Omnino Brazilian Barbecue
","Steak, South American, Latin American",Casual Dining,+44 20 3490 3132,http://www.omninorestaurants.com/,"
7-9 St Bride Street, London, EC4A 4AS
","AMEX, Mastercard, Visa",True
288,402,"
VQ Aldgate
",International,Casual Dining,+44 20 3301 7224,https://www.vqrestaurants.com/locations/aldgate,"
9 Aldgate High St, London, EC3N 1AH
","AMEX, Mastercard, Visa",True
289,403,"
Stecca
",Italian,Casual Dining,+44 20 7460 2322,http://www.stecca.co.uk/,"
14 Hollywood Road, London, SW10 9HY
","AMEX, Mastercard, Visa",True
290,404,"
El Vino Olde Wine Shades
","Tapas / Small Plates, Mediterranean, Winery",Casual Dining,+44 20 7626 6876,https://www.davy.co.uk/wine-bar/the-olde-wine-shades/,"
6 Martin Lane, London, EC4R 0DP
","AMEX, Mastercard, Visa",True
291,405,"
Go Viet
","Vietnamese, Asian, Fusion / Eclectic",Casual Dining,+44 20 7589 6432,http://vietnamfood.co.uk/,"
53 Old Brompton Road, London, SW7 3JS
","AMEX, Mastercard, Visa",True
292,406,"
Artesian Bar
","Bar / Lounge / Bottle Service, Burgers, Tapas / Small Plates",Casual Dining,+44 20 7636 1000,http://www.artesian-bar.co.uk/,"
1C Portland Place, London, W1B 1JA
","AMEX, Mastercard, Visa",True
293,409,"
Tanakatsu
","Japanese, Sushi",Casual Dining,+44 121 389 4111,http://tanakatsu.co.uk/,"
10 Wakley Street, London, EC1V 7LT
","Mastercard, Visa",True
294,411,"
Bordelaise
","French, Steakhouse, Regional French (Southwestern)",Casual Dining,+44 20 8767 5008,http://bordelaise.co.uk/,"
Units 9-11 Broadway Market, London, SW17 0RJ
","Mastercard, Visa",True
295,414,"
Macellaio RC Battersea
",Italian,Casual Dining,+44 20 3848 4800,http://www.macellaiorc.com/,"
124 Northcote Road, London, SW11 6QU
","AMEX, Discover, JCB, Mastercard, Visa",True
296,416,"
Navarro's Restaurant
","Spanish, Tapas / Small Plates",Casual Dining,+44 20 7637 7713,http://www.navarros-tapas-london.co.uk/,"
67 Charlotte Street, London, W1T 4PH
","AMEX, Mastercard, Visa",True
297,417,"
Dirty Bones Soho
","American, Comfort food, Burgers",Casual Dining,+44 20 3019 9064,http://www.dirty-bones.com/,"
14 Denman Street, London, W1D 7HJ
","Mastercard, Visa",True
298,418,"
Dirty Bones Carnaby
","American, Comfort food, Burgers",Casual Dining,+44 20 3019 9062,http://www.dirty-bones.com/,"
Top Floor, Kingly Court Carnaby Street, London, W1B 5PW
","Mastercard, Visa",True
299,419,"
Dirty Bones Shoreditch
","American, Comfort food, Burgers",Casual Dining,+44 20 3019 9063,http://www.dirty-bones.com/,"
1 Club Row, London, E1 6JX
","Mastercard, Visa",True
300,420,"
The Hideaway Bar
","Burgers, Pizzeria",Casual Dining,+44 20 7561 0779,http://www.thehideawaybar.co.uk/,"
114 Junction Road, London, N19 5LB
","AMEX, Mastercard, Visa",False
301,421,"
Afternoon Tea At Park Terrace
",Afternoon Tea,Casual Dining,+44 20 7361 0602,http://www.royalgardenhotel.co.uk/,"
2-24 Kensington High Street, London, W8 4PT
","AMEX, Diners Club, Mastercard, Visa",True
302,422,"
Dukes London - Afternoon Tea
",Afternoon Tea,Casual Dining,+44 20 7361 0602,http://www.royalgardenhotel.co.uk/,"
35 Saint James's Place, London, SW1A 1NY
","AMEX, Mastercard, Visa",True
303,423,"
Curtis Caribbean Grill & Specialty Cakes
",Caribbean,Casual Dining,+44 20 3489 9119,http://www.facebook.com/curtiscaribbean,"
216 Middle Lane, London, N8 7LA
","Mastercard, Visa",True
304,424,"
The Oh Boy
",Thaï,Casual Dining,+44 20 8947 9760,http://www.ohboythai.co.uk/,"
843 Garratt Lane, London, SW17 0PG
","AMEX, Mastercard, Visa",False
305,425,"
Silver Lining
","Global, International",Casual Dining,+44 20 8510 1782,http://silverlininge9.com/,"
13 Morning Lane, London, E9 6ND
","AMEX, Mastercard, Visa",False
306,432,"
The Grafton Arms
",Gastro Pub,Casual Dining,+44 20 7387 7923,http://www.graftonarms.co.uk/,"
72 Grafton Way, London, W1T 5DU
","AMEX, Mastercard, Visa",True
307,433,"
Piccola Italia Ealing
","Italian, Vegan, Seafood",Casual Dining,+44 20 8840 0700,http://www.piccolaitaliaealing.com/,"
21 The Green, London, W5 5DA
","AMEX, Mastercard, Pay with OpenTable, Visa",True
308,434,"
Tupi
","Global, International, South American, Italian",Casual Dining,+44 20 7635 5949,http://tupilondon.com/,"
206 Rye Lane, London, SE15 4NL
","AMEX, Mastercard, Visa",True
309,435,"
The Running Horse
",British,Casual Dining,+44 20 3883 8286,http://www.therunninghorsealdgate.co.uk/,"
7 Piazza Walk Leman Street, London, E1 8FU
","AMEX, Mastercard, Visa",True
310,436,"
Kilikya Mile End
",Turkish,Casual Dining,+44 20 8980 2986,http://www.kilikyagroup.co.uk/,"
44A Palmers Road, London, E2 0TA
","Mastercard, Visa",True
311,438,"
Fiume
",Italian,Casual Dining,+44 20 3904 9010,http://www.fiume-restaurant.co.uk/,"
Circus West, London, SW8 5BN
","Mastercard, Visa",True
312,440,"
Moc Kitchen
",Vietnamese,Casual Dining,+44 20 7839 1420,http://mockitchen.co.uk/,"
Unit 2,9,10 The Arches, London, WC2N 6NG
","AMEX, Mastercard, Visa",True
313,441,"
The Drunken Butler
","French, Persian",Casual Dining,+44 20 7101 4020,http://www.thedrunkenbutler.com/,"
20 Rosebery Avenue, London, EC1R 4SX
","AMEX, Mastercard, Visa",True
314,442,"
Dirty Bones Kensington
","American, Comfort food, Burgers",Casual Dining,+44 20 3019 9061,http://www.dirty-bones.com/,"
20 Kensington Church Street, London, W8 4EP
","Mastercard, Visa",True
315,443,"
Afternoon Tea at Fifth Floor Bar
",Afternoon Tea,Casual Dining,+44 20 7235 5250,http://www.harveynichols.com/restaurant/knightsbridge-dining/cafe-and-terrace,"
109-125 Knightsbridge Belgravia, London, SW1X 7RJ
","AMEX, Mastercard, Visa",True
316,444,"
Fifth Floor Bar at Harvey Nichols Knightsbridge
",Modern European,Casual Dining,+44 20 7823 1839,https://www.harveynichols.com/restaurant/knightsbridge-dining/fifth-floor-bar/,"
109-125 Knightsbridge, London, SW1X 7RJ
","AMEX, Mastercard, Visa",True
317,445,"
Indian Moment – Battersea Rise
","Indian, Contemporary Indian, Halal",Casual Dining,+44 20 7223 6575,http://www.indianmoment.co.uk/,"
44 Battersea Rise, London, SW11 1EE
","AMEX, Mastercard, Visa",True
318,446,"
Rambla
","Spanish, French, Fusion / Eclectic",Casual Dining,+44 20 7734 8428,http://ramblalondon.com/,"
64 Dean Street, London, W1D 4QQ
","AMEX, Mastercard, Visa",True
319,447,"
Pie Republic
",English,Casual Dining,+44 20 8552 8245,http://pierepublic.co.uk/,"
80 Upton Lane Forest Gate, London, E7 9LW
","Mastercard, Visa",True
320,448,"
Bread Centrale
","Modern European, Contemporary European, Steak",Casual Dining,+44 20 7978 5055,http://breadcentrale.co.uk/,"
Unit C Moasses House Plantation Wharf, Cotton Row, London, SW11 3TN
","Mastercard, Visa",True
321,449,"
Zizzi - Westfield
",Italian,Casual Dining,+44 20 8740 3222,http://www.zizzi.co.uk/italian/restaurants/london/shephards-bush,"
South West Mall Westfield White City, London, W12 7GB
","AMEX, Mastercard, Visa",True
322,450,"
Chit Chaat Chai
","Indian, Halal",Casual Dining,+44 20 8480 2364,http://www.chitchaatchai.com/,"
356 Old York Road, London, SW18 1SS
","AMEX, Mastercard, Visa",False
323,452,"
HERE - Crouch End
","Contemporary British, Fusion / Eclectic, Tapas / Small Plates",Casual Dining,+44 20 8347 7546,http://www.herecrouchend.co.uk/,"
1 Park Road, London, N8 8TE
","AMEX, Mastercard, Visa",False
324,453,"
Da Henrietta
","Italian, Contemporary Italian, Regional Italian (Sardinia)",Casual Dining,+44 20 3794 5314,http://www.henriettahotel.com/,"
14-15 Henrietta Street, London, WC2E 8QH
","AMEX, Mastercard, Visa",True
325,454,"
ASK Italian London - Gloucester Arcade
",Italian,Casual Dining,+44 20 3802 3325,http://www.askitalian.co.uk/restaurant/london-gloucester-arcade/,"
23 - 24 Gloucester Arcade, London, SW7 4SF
","Mastercard, Visa",True
326,455,"
ASK Italian London Park Street
",Italian,Casual Dining,+44 20 3802 3035,http://www.askitalian.co.uk/restaurant/london-park-street/,"
121 - 125 Park Street Marylebone, London, W1K 7JA
","Mastercard, Visa",True
327,456,"
ASK Italian London Spice Quay
",Italian,Casual Dining,+44 20 3092 0201,http://www.askitalian.co.uk/restaurant/london-spice-quay/,"
34 Shad Thames Butlers Wharf, London, SE1 2YG
","Mastercard, Visa",True
328,457,"
ASK Italian London Spring Street
",Italian,Casual Dining,+44 20 3302 0915,http://www.askitalian.co.uk/restaurant/london-spring-street/,"
41- 43 Spring Street, London, W2 1JA
","Mastercard, Visa",True
329,458,"
ASK Italian Northwood
",Italian,Casual Dining,+44 1923 903747,http://www.askitalian.co.uk/restaurant/northwood/,"
35A Green Lane Northwood, London, HA6 2PX
","Mastercard, Visa",True
330,459,"
Noizé
","Modern European, French",Casual Dining,+44 20 7323 1310,http://www.noize-restaurant.co.uk/,"
39 Whitfield Street, London, W1T 2SF
","AMEX, Mastercard, Visa",True
331,460,"
The Great Chase
","British, Farm-to-table",Casual Dining,+44 20 7998 0640,http://www.thegreatchase.co.uk/,"
316 St. John Street, London, EC1V 4NT
","Mastercard, Visa",True
332,462,"
Yucca
",Tex-Mex,Casual Dining,+44 20 3080 0881,http://www.yucca-fulham.com/,"
496 Fulham Road, London, SW6 5NH
","AMEX, Mastercard, Visa",True
333,464,"
Vadi restaurant
",Turkish,Casual Dining,+44 20 8882 2228,http://www.vadipalmersgreen.co.uk/,"
430-434 Green Lanes Palmers Green, London, N13 5XG
","Mastercard, Visa",True
334,465,"
Rossopomodoro - Camden
","Pizzeria, Italian",Casual Dining,+44 20 7424 9900,http://www.rossopomodoro.co.uk/,"
10 Jamestown Road, London, NW1 7BY
","AMEX, Mastercard, Visa",True
335,466,"
Rossopomodoro - Covent Garden
","Pizzeria, Italian",Casual Dining,+44 20 7240 9095,https://www.rossopomodoro.co.uk/,"
50-52 Monmouth Street, London, WC2H 9EP
","AMEX, Mastercard, Visa",True
336,467,"
Rossopomodoro - Hoxton
","Pizzeria, Italian",Casual Dining,+44 20 7739 1899,https://www.rossopomodoro.co.uk/,"
1 Rufus Street, London, N1 6PE
","Mastercard, Visa",True
337,468,"
Boxcar Bar & Grill
","Steakhouse, Burgers, Steak",Casual Dining,+44 20 3006 7000,http://www.boxcar.co.uk/,"
23 New Quebec Street, London, W1H 7SD
","AMEX, Mastercard, Visa",True
338,469,"
MAM
",Vietnamese,Casual Dining,+44 20 7792 2665,http://www.mamlondon.com/,"
16 All Saints Road, London, W11 1HH
","Mastercard, Visa",False
339,471,"
Le Merlin
",French,Casual Dining,+44 20 3489 2853,http://www.instagram.com/lemerlin_creperie/,"
78 Lower Clapton Road, London, E5 0RN
","Mastercard, Visa",True
340,473,"
Parsons
","Fish, Seafood, Modern European",Casual Dining,+44 20 3422 0221,http://www.parsonslondon.co.uk/,"
39 Endell Street, London, WC2H 9BA
","AMEX, Diners Club, Mastercard, Visa",True
341,474,"
The Natural Kitchen Angel Court
","British, Modern European, Continental",Casual Dining,+44 20 7374 8012,http://www.thenaturalkitchen.com/,"
1A Copthall Avenue, London, EC2R 7BH
","AMEX, Mastercard, Visa",True
342,475,"
The Natural Kitchen Aldersgate
","British, Modern European, Continental",Casual Dining,+44 20 7600 7156,http://www.naturalkitchen.co.uk/london-aldersgate/,"
176 Aldersgate Street, London, EC1A 4HU
","AMEX, Mastercard, Visa",True
343,476,"
The Natural Kitchen Trinity Square
","British, Modern European, Continental",Casual Dining,+44 20 7702 4038,https://www.naturalkitchen.co.uk/london-trinity-square/,"
7 Pepys Street, London, EC3N 4AF
","AMEX, Mastercard, Visa",True
344,477,"
The Natural Kitchen Baker Street
","British, Modern European, Continental",Casual Dining,+44 20 7935 0987,http://www.naturalkitchen.co.uk/london-baker-street/,"
55 Baker Street, London, W1U 8EW
","AMEX, Mastercard, Visa",True
345,478,"
The Natural Kitchen St Katharine Docks
","Modern European, British, Continental",Casual Dining,+44 20 7481 3308,http://www.naturalkitchen.co.uk/,"
1 Commodity Quay Tower Bridge, London, E1W 1AZ
","AMEX, Mastercard, Visa",True
346,479,"
Dhaba@49
",Indian,Casual Dining,+44 20 3489 2424,http://dhaba49.com/,"
49 Chippenham Road, London, W9 2AH
","Mastercard, Visa",True
347,485,"
Bluebird Café White City
","International, British",Casual Dining,+44 20 3940 0700,http://bluebirdcafe.co.uk/,"
Television Centre, London, W12 7FR
","AMEX, Mastercard, Visa",True
348,487,"
Emilia's Crafted Pasta - St Katharine Docks
",Italian,Casual Dining,+44 20 7481 2004,http://www.emiliaspasta.com/,"
Unit C3, Ivory House, London, E1W 1AT
","Mastercard, Visa",True
349,488,"
Ezra's Kitchen
",Italian,Casual Dining,+44 20 7481 2004,http://www.emiliaspasta.com/,"
185A High Road, London, N22 6BA
","AMEX, Mastercard, Visa",True
350,489,"
Firebrand Pizza
",Italian,Casual Dining,+44 20 7724 6764,http://www.firebrandpizza.co.uk/,"
41-43 Lisson Grove, London, NW1 6UB
","Mastercard, Visa",True
351,493,"
Eeshi's Kitchen
","Global, International, Halal, Burgers",Casual Dining,+44 20 3609 1766,http://eeshiskitchen.com/index.html,"
Unit G2 Excel Marina, Capital East Appt 21 Western Gateway, Royal Victoria, London, E16 1AT
","AMEX, Mastercard, Visa",True
352,495,"
India India
","Indian, Contemporary Indian, Vegetarian",Casual Dining,+44 20 7353 2898,http://www.indiaindiarestaurant.co.uk/,"
8 Crane Court, London, EC4A 2EJ
","AMEX, Mastercard, Visa",True
353,496,"
Breddos Tacos Soho
","Mexican, Tapas / Small Plates, Cocktail bar",Casual Dining,+44 20 3890 8545,http://www.breddostacos.com/,"
26 Kingly Street, London, W1B 5QD
","AMEX, Mastercard, Visa",True
354,497,"
P.F. Chang's Asian Table
","Chinese, Japanese, Korean",Casual Dining,+44 20 3410 7500,http://www.pfchangs.co.uk/,"
10 Great Newport Street, London, WC2H 7JA
","AMEX, Mastercard, Visa",True
355,498,"
Wright Brothers Battersea
","Seafood, British, Meat",Casual Dining,+44 20 7324 7734,https://thewrightbrothers.co.uk/pages/battersea-seafood-restaurant,"
26 Circus West Village Battersea Power Station, London, SW8 4NN
","AMEX, Mastercard, Visa",True
356,499,"
Arlo's Battersea
","Steak, Vegetarian / Vegan, British",Casual Dining,+44 20 3019 3737,https://www.arlos.co.uk/,"
47 Northcote Road, London, SW11 1NJ
","Mastercard, Visa",True
